10/22/2007,24.24,24.24,24.05,24.13,99600,22.62
10/23/2007,24.19,24.25,24.07,24.16,115900,22.65
10/24/2007,24.09,24.24,24.08,24.23,76400,22.72
10/25/2007,24.23,24.25,24.14,24.25,86100,22.74
10/26/2007,24.25,24.35,24.18,24.32,84500,22.8
10/29/2007,24.19,24.5,24.19,24.47,103300,22.94
10/30/2007,24.21,24.21,23.97,24.15,90000,23.02
10/31/2007,24.2,24.43,23.97,24.09,90500,22.96
11/1/2007,24.12,24.21,24.01,24.1,83300,22.97
11/2/2007,24.1,24.1,23.85,24.04,101600,22.91
11/5/2007,23.35,24.18,23.35,24.1,77400,22.97
11/6/2007,24.1,24.15,23.76,23.98,112800,22.86
11/7/2007,23.97,24.04,23.59,23.78,69800,22.66
11/8/2007,23.75,23.88,23.35,23.58,81900,22.47
11/9/2007,23.6,23.6,22.74,22.92,153800,21.85
11/12/2007,22.7,23.48,22.26,22.62,195700,21.56
11/13/2007,23.1,23.16,22.47,22.99,378900,21.91
11/14/2007,23.5,23.7,23.2,23.59,168100,22.48
11/15/2007,23.9,23.9,22.82,23.3,96000,22.21
11/16/2007,22.42,23.5,22.42,23.02,91000,21.94
11/19/2007,23,23.4,22.4,23.14,101000,22.05
11/20/2007,23.15,23.33,22.99,23.1,93300,22.02
11/21/2007,22,23.25,22,23.25,84900,22.16
11/23/2007,23.5,23.65,23.31,23.46,22100,22.36
11/26/2007,23.46,23.84,22.77,23.5,120800,22.4
11/27/2007,23.5,23.8,23.38,23.8,129000,22.68
11/28/2007,24,24.24,23.81,23.81,137800,22.69
11/29/2007,24.75,24.75,23.85,24.1,92200,22.97
11/30/2007,24.5,24.5,24.05,24.44,130900,23.29
12/3/2007,24.4,24.49,24.18,24.41,96700,23.27
12/4/2007,24.49,24.49,23.67,24.38,149500,23.24
12/5/2007,24.46,24.5,24.24,24.5,84200,23.35
12/6/2007,24.49,24.7,24.37,24.69,88900,23.53
12/7/2007,24.75,24.9,24.58,24.9,90200,23.73
12/10/2007,25,25,24.2,24.59,91700,23.44
12/11/2007,25,25,23.76,24.37,205100,23.23
12/12/2007,25.18,25.18,24.31,24.55,142000,23.4
12/13/2007,24.9,24.9,24.15,24.4,137900,23.26
12/14/2007,24.74,24.76,24.36,24.76,131600,23.6
12/17/2007,24.96,24.96,24.23,24.51,115700,23.36
12/18/2007,24.97,24.97,24.2,24.48,289700,23.33
12/19/2007,24.48,24.5,24.2,24.44,110400,23.29
12/20/2007,24.46,24.49,24,24.05,112900,22.92
12/21/2007,24.1,24.13,23.72,23.95,164300,22.83
12/24/2007,24.16,24.28,23.79,24.09,38900,22.96
12/26/2007,24.23,24.35,23.93,24.33,53100,23.19
12/27/2007,24.37,24.37,24.03,24.15,61300,23.02
12/28/2007,23.9,24.15,23.74,24.1,129200,22.97
12/31/2007,24.1,24.13,23.22,24.12,75700,22.99
